Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders 
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,1,Part_P_PlayerStat_SplashDamage_Rogue,"Part_Armor_Amalgam, Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_Rogue","Part_P_PlayerStat_CompanionDamage_Barbarian, Part_P_PlayerStat_CompanionDamage_GunMage, Part_P_PlayerStat_CompanionDamage_Heavy, Part_P_PlayerStat_CompanionDamage_Knight, Part_P_PlayerStat_CompanionDamage_Light, Part_P_PlayerStat_CompanionDamage_Medium, Part_P_PlayerStat_CompanionDamage_Necromancer, Part_P_PlayerStat_CompanionDamage_Ranger, Part_P_PlayerStat_CompanionDamage_Rogue, Part_P_PlayerStat_FireRate_Barbarian, Part_P_PlayerStat_FireRate_GunMage, Part_P_PlayerStat_FireRate_Heavy, Part_P_PlayerStat_FireRate_Knight, Part_P_PlayerStat_FireRate_Light, Part_P_PlayerStat_FireRate_Medium, Part_P_PlayerStat_FireRate_Necromancer, Part_P_PlayerStat_FireRate_Ranger, Part_P_PlayerStat_FireRate_Rogue, Part_P_PlayerStat_SplashDamage_Barbarian, Part_P_PlayerStat_SplashDamage_GunMage, Part_P_PlayerStat_SplashDamage_Heavy, Part_P_PlayerStat_SplashDamage_Knight, Part_P_PlayerStat_SplashDamage_Light, Part_P_PlayerStat_SplashDamage_Medium, Part_P_PlayerStat_SplashDamage_Necromancer, Part_P_PlayerStat_SplashDamage_Ranger"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_HealthMax_Override,,"Part_P_PlayerStat_HealthRegen_Override, Part_P_PlayerStat_WardDelay_Override, Part_P_PlayerStat_WardMax_Override, Part_P_PlayerStat_WardRegenRate_Override"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_HealthRegen_Override,,"Part_P_PlayerStat_HealthMax_Override, Part_P_PlayerStat_WardDelay_Override, Part_P_PlayerStat_WardMax_Override, Part_P_PlayerStat_WardRegenRate_Override"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_WardDelay_Override,,"Part_P_PlayerStat_HealthMax_Override, Part_P_PlayerStat_HealthRegen_Override, Part_P_PlayerStat_WardMax_Override, Part_P_PlayerStat_WardRegenRate_Override"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_WardMax_Override,,"Part_P_PlayerStat_HealthMax_Override, Part_P_PlayerStat_HealthRegen_Override, Part_P_PlayerStat_WardDelay_Override, Part_P_PlayerStat_WardRegenRate_Override"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_WardRegenRate_Override,,"Part_P_PlayerStat_HealthMax_Override, Part_P_PlayerStat_HealthRegen_Override, Part_P_PlayerStat_WardDelay_Override, Part_P_PlayerStat_WardMax_Override"
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_AllDamage_Override,,Part_P_PlayerStat_SkillDamage_Override
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,PLAYER STAT,3,3,2,Part_P_PlayerStat_SkillDamage_Override,,Part_P_PlayerStat_AllDamage_Override
Bladesinger,Named Pauldron,Balance_Armor_Bladesinger,RARITY,1,1,1,Part_P_Rarity_05_Legendary,,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY,1,1,0.5,Part_P_Base_Heavy,,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY,1,1,0.5,Part_P_Base_Light,,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY,1,1,0.5,Part_P_Base_Medium,,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_Barbarian,Part_P_Base_Heavy,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_GunMage,Part_P_Base_Light,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_Knight,Part_P_Base_Heavy,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_Necromancer,Part_P_Base_Light,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_Ranger,Part_P_Base_Medium,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS,1,1,0.5,Part_P_Class_Primary_Rogue,Part_P_Base_Medium,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY SECONDARY,1,1,0.5,Part_P_Base_Secondary_Light,,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY SECONDARY,1,1,0.5,Part_P_Base_Secondary_Medium,,
Calamity,Named Pauldron,Balance_Armor_Calamity,BODY SECONDARY,1,1,0.5,Part_P_Base_Secondary_Heavy,,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_Barbarian,Part_P_Base_Secondary_Heavy,Part_P_Class_Primary_Barbarian
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_GunMage,Part_P_Base_Secondary_Light,Part_P_Class_Primary_GunMage
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_Knight,Part_P_Base_Secondary_Heavy,Part_P_Class_Primary_Knight
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_Necromancer,Part_P_Base_Secondary_Light,Part_P_Class_Primary_Necromancer
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_Ranger,Part_P_Base_Secondary_Medium,Part_P_Class_Primary_Ranger
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS SECONDARY,1,1,0.5,Part_P_Class_Secondary_Rogue,Part_P_Base_Secondary_Medium,Part_P_Class_Primary_Rogue
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_Barbarian_Override,Part_P_Class_Primary_Barbarian,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_GunMage_Override,Part_P_Class_Primary_GunMage,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_Knight_Override,Part_P_Class_Primary_Knight,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_Necro_Override,Part_P_Class_Primary_Necromancer,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_Ranger_Override,Part_P_Class_Primary_Ranger,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT,1,1,1,Part_P_ClassStat_Rogue_Override,Part_P_Class_Primary_Rogue,
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_Barbarian,Part_P_Class_Secondary_Barbarian,Part_P_Class_Primary_Barbarian
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_GunMage,Part_P_Class_Secondary_GunMage,Part_P_Class_Primary_GunMage
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_Knight,Part_P_Class_Secondary_Knight,Part_P_Class_Primary_Knight
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_Necro,Part_P_Class_Secondary_Necromancer,Part_P_Class_Primary_Necromancer
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_Ranger,Part_P_Class_Secondary_Ranger,Part_P_Class_Primary_Ranger
Calamity,Named Pauldron,Balance_Armor_Calamity,CLASS STAT SECONDARY,1,1,1,Part_P_ClassStat_Secondary_Rogue,Part_P_Class_Secondary_Rogue,Part_P_Class_Primary_Rogue
Calamity,Named Pauldron,Balance_Armor_Calamity,LEGENDARY AUG,1,1,1,Part_Armor_Calamity,,
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Barbarian_GunMage_01,"Part_P_Class_Primary_Barbarian, Part_P_Class_Secondary_GunMage",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Barbarian_Knight_01,"Part_P_Class_Primary_Barbarian, Part_P_Class_Secondary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Barbarian_Necro_01,"Part_P_Class_Primary_Barbarian, Part_P_Class_Secondary_Necromancer",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Barbarian_Ranger_01,"Part_P_Class_Primary_Barbarian, Part_P_Class_Secondary_Ranger",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Barbarian_Rogue_01,"Part_P_Class_Primary_Barbarian, Part_P_Class_Secondary_Rogue",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_GunMage_Barbarian_01,"Part_P_Class_Primary_GunMage, Part_P_Class_Secondary_Barbarian",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_GunMage_Knight_01,"Part_P_Class_Primary_GunMage, Part_P_Class_Secondary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_GunMage_Necro_01,"Part_P_Class_Primary_GunMage, Part_P_Class_Secondary_Necromancer",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_GunMage_Ranger_01,"Part_P_Class_Primary_GunMage, Part_P_Class_Secondary_Ranger",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_GunMage_Rogue_01,"Part_P_Class_Primary_GunMage, Part_P_Class_Secondary_Rogue",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Knight_Barbarian_01,"Part_P_Class_Primary_Knight, Part_P_Class_Secondary_Barbarian",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Knight_GunMage_01,"Part_P_Class_Primary_Knight, Part_P_Class_Secondary_GunMage",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Knight_Necro_01,"Part_P_Class_Primary_Knight, Part_P_Class_Secondary_Necromancer",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Knight_Ranger_01,"Part_P_ClassStat_Secondary_Ranger, Part_P_Class_Primary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Knight_Rogue_01,"Part_P_Class_Primary_Knight, Part_P_Class_Secondary_Rogue",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Necro_Barbarian_01,"Part_P_Class_Primary_Necromancer, Part_P_Class_Secondary_Barbarian",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Necro_GunMage_01,"Part_P_Class_Primary_Necromancer, Part_P_Class_Secondary_GunMage",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Necro_Knight_01,"Part_P_Class_Primary_Necromancer, Part_P_Class_Secondary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Necro_Ranger_01,"Part_P_Class_Primary_Necromancer, Part_P_Class_Secondary_Ranger",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Necro_Rogue_01,"Part_P_Class_Primary_Necromancer, Part_P_Class_Secondary_Rogue",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Ranger_Barbarian_01,"Part_P_Class_Primary_Ranger, Part_P_Class_Secondary_Barbarian",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Ranger_GunMage_01,"Part_P_Class_Primary_Ranger, Part_P_Class_Secondary_GunMage",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Ranger_Knight_01,"Part_P_Class_Primary_Ranger, Part_P_Class_Secondary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Ranger_Necro_01,"Part_P_Class_Primary_Ranger, Part_P_Class_Secondary_Necromancer",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Ranger_Rogue_01,"Part_P_Class_Primary_Ranger, Part_P_Class_Secondary_Rogue",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Rogue_Barbarian_01,"Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_Barbarian",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Rogue_GunMage_01,"Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_GunMage",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Rogue_Knight_01,"Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_Knight",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Rogue_Necro_01,"Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_Necromancer",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL COMBO,1,1,1,Part_P_SkillCombo_Rogue_Ranger_01,"Part_P_Class_Primary_Rogue, Part_P_Class_Secondary_Ranger",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_02,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_02,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_02,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_02,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_02,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_03,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_03,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_03,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_04,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_04,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_04,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_GunMage_01, Part_P_SkillCombo_Barbarian_GunMage_01_Rare, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_05,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_05,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_05,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_05,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_05,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_06,"Part_P_SkillCombo_All, Part_P_SkillCombo_GunMage_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_06,"Part_P_SkillCombo_All, Part_P_SkillCombo_GunMage_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_06,"Part_P_SkillCombo_All, Part_P_SkillCombo_GunMage_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_07,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare, Part_P_SkillCombo_Rogue_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_07,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare, Part_P_SkillCombo_Rogue_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_07,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Ranger_01, Part_P_SkillCombo_Barbarian_Ranger_01_Rare, Part_P_SkillCombo_Rogue_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_08,Part_P_SkillCombo_All,
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_09,"Part_P_SkillCombo_All, Part_P_SkillCombo_Necro_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_09,"Part_P_SkillCombo_All, Part_P_SkillCombo_Necro_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_09,"Part_P_SkillCombo_All, Part_P_SkillCombo_Necro_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_13,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare, Part_P_SkillCombo_Knight_Barbarian_01, Part_P_SkillCombo_Ranger_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_13,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare, Part_P_SkillCombo_Knight_Barbarian_01, Part_P_SkillCombo_Ranger_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_13,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare, Part_P_SkillCombo_Knight_Barbarian_01, Part_P_SkillCombo_Ranger_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_13,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare, Part_P_SkillCombo_Knight_Barbarian_01, Part_P_SkillCombo_Ranger_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_13,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Rogue_01, Part_P_SkillCombo_Barbarian_Rogue_01_Rare, Part_P_SkillCombo_Knight_Barbarian_01, Part_P_SkillCombo_Ranger_Barbarian_01",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_14,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_14,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_14,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_14,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_14,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Necro_01, Part_P_SkillCombo_Barbarian_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_Barbarian_17,"Part_P_SkillCombo_All, Part_P_SkillCombo_Barbarian_Knight_01, Part_P_SkillCombo_Barbarian_Knight_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_GunMage_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_GunMage_Knight_01, Part_P_SkillCombo_GunMage_Knight_01_Rare, Part_P_SkillCombo_GunMage_Necro_01, Part_P_SkillCombo_GunMage_Necro_01_Rare",
Calamity,Named Pauldron,Balance_Armor_Calamity,PASSIVE SKILL PARTS,5,5,1,Part_P_PassiveSkill_GunMage_01,"Part_P_SkillCombo_All, Part_P_SkillCombo_GunMage_Knight_01, Part_P_SkillCombo_GunMage_Knight_01_Rare, Part_P_SkillCombo_GunMage_Necro_01, Part_P_SkillCombo_GunMage_Necro_01_Rare",
