Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_03_Rare,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,BODY,2,2,1,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Parts/Part_Amulet_Harbinger,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,BODY,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Unique/Part_Amulet_Unique_WardMax,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Barbarian,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Ranger,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Rogue,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Acid,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Blood,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Cryo,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Shock,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,MINOR STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
Harbinger,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Harbinger/Balance/Balance_Amulet_Unique_Harbinger,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_05_LegenDary,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Parts/Part_Amulet_JointTraining,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Barbarian,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Ranger,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Rogue,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Acid,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Blood,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Cryo,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Shock,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
JointTraining,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/JointTraining/Balance/Balance_Amulet_Unique_JointTraining,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_05_LegenDary,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Parts/Part_Amulet_Plot05_HDD,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
KotC,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_KotC,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_03_Rare,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Parts/Part_Amulet_Plot05_HDD,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
Necro,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Necro,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
